id,bar_id,user_id,user_name,added,fill_percentage,product_id,product_name,brand,brand_id,spirit,size,proof,average_msrp,fair_price,shelf_price,popularity
1001256,1001256,100159,sarahgreen,2023-05-29,50,48295,Booker’s Bourbon 2024-03,Booker’s,647,Bourbon,750,130.3,99.99,135.62,114.99,100038
1001257,1001257,100159,sarahgreen,2023-01-18,10,1419,Isaac Bowman Port Barrel Finish Bourbon,Isaac,6683,Bourbon,750,92,39.3,60.52,61.79,200
1001258,1001258,100159,sarahgreen,2023-12-29,10,1641,Wild Turkey Kentucky Spirit Single Barrel,Wild,191,Bourbon,750,101,57.2,92.34,68.93,100055
1001259,1001259,100159,sarahgreen,2023-02-18,75,1753,Chattanooga Whiskey Experimental Single Barrel 75,Chattanooga,3436,Bourbon,750,102,48.99,49.34,50.39,1700
1001260,1001260,100160,katelewis,2024-01-30,5,149,Woodford Reserve Double Oaked,Woodford,2004,Bourbon,375,90.4,29.39,49.68,31.03,
1001261,1001261,100160,katelewis,2023-07-19,10,20206,Larceny Small Batch,Larceny,587,Bourbon,750,92.0,27.49,38.99,31.99,
1001262,1001262,100161,daviddavis,2023-03-06,5,1269,Maker's Mark 46,Maker's,333,Bourbon,750,94,25.99,42.09,36.66,100027
1001263,1001263,100161,daviddavis,2023-07-05,0,16613,Barrell Seagrass Rye Whiskey,Barrell,146,Rye,750,118.4,87.46,94.18,90.06,200
1001264,1001264,100161,daviddavis,2023-10-21,5,39325,"Booker's 7 Year ""The Beam House Batch"" - 2024",Booker's,647,Bourbon,750,124.6,95.99,131.16,189.99,100033
1001265,1001265,100161,daviddavis,2023-01-26,5,17211,Blue Note Juke Joint Whiskey Uncut Unfiltered,Blue,3068,Bourbon,750,122,49.99,61.86,55.33,200
1001266,1001266,100161,daviddavis,2024-01-14,100,620,Buffalo Trace,Buffalo,245,Bourbon,1750,90,49.54,82.63,69.99,100053
1001267,1001267,100161,daviddavis,2024-01-28,10,5208,Ancient Age,Ancient,93,Bourbon,750,80,11.89,14.3,15.24,100
1001268,1001268,100161,daviddavis,2023-02-26,0,39943,Heaven Hill Grain to Glass-Rye,Heaven,430,Whiskey,750,123.2,99,106.43,128.73,100051
1001269,1001269,100161,daviddavis,2023-07-19,25,1547,Johnnie Walker Blue Label,Johnnie,213,Scotch,750,80,222.18,271.87,230.72,94
1001270,1001270,100161,daviddavis,2023-07-24,5,2019,Bulleit Bourbon 10 Year,Bulleit,415,Bourbon,750,91.2,45.99,67.06,50.49,200
1001271,1001271,100162,tomwilson,2023-07-19,25,17156,George Remus Single Barrel,George,586,Bourbon,750,121.9,54.99,73.06,66.49,200
1001272,1001272,100162,tomwilson,2023-09-15,5,16893,Bardstown Fusion Series No. 5,Bardstown,778,Bourbon,750,95,59.99,87.89,65.99,1980
1001273,1001273,100162,tomwilson,2023-10-29,5,3518,Russell's Reserve Single Barrel Rye,Russell's,496,Rye,750,104,64.66,78.84,70.82,200
1001274,1001274,100162,tomwilson,2024-03-10,0,18104,Weller 12 Year 1 Liter,Weller,156,Bourbon,1000,90.0,54.47,177.5,379.66,
1001275,1001275,100162,tomwilson,2024-03-19,25,14242,Wild Turkey 101 Rye,Wild,191,Rye,750,101,26.97,27.71,27.99,200
1001276,1001276,100162,tomwilson,2023-01-19,100,3867,Blanton's,Blanton's,10,Bourbon,50,93,8.81,18.72,44.19,
1001277,1001277,100162,tomwilson,2023-10-20,5,48300,Elijah Craig Barrel Proof C924,Elijah,2,Bourbon,750,129,75,94.76,76.99,100051
1001278,1001278,100163,kateyoung,2023-05-01,75,5208,Ancient Age,Ancient,93,Bourbon,750,80,11.89,14.3,15.24,100
1001279,1001279,100163,kateyoung,2023-08-13,5,15987,Alberta Premium Cask Strength,Alberta,2824,Rye,750,132,72.45,83.16,78.7,1980
1001280,1001280,100163,kateyoung,2024-04-08,100,1133,Uncle Nearest 1856,Uncle,567,Whiskey,750,100,55.88,88.5,64.29,1996
1001281,1001281,100163,kateyoung,2023-07-22,0,3616,Skrewball Peanut Butter Whiskey,Skrewball,719,Whiskey,750,70,29.77,38.96,34.11,200
1001282,1001282,100163,kateyoung,2024-03-08,50,17542,Rebel 10 Year Single Barrel,Rebel,3237,Bourbon,750,100,74.25,131.05,106.13,200
1001283,1001283,100163,kateyoung,2023-05-28,25,4742,Old Grand Dad 114,Old,793,Bourbon,750,114,30.75,40.74,33.84,100053
1001284,1001284,100163,kateyoung,2023-03-22,50,28079,Elmer T. Lee Sour Mash,Elmer,700,Bourbon,750,90.0,39.99,104.95,299.85,100070
1001285,1001285,100163,kateyoung,2023-06-15,10,4857,Bernheim Original Kentucky Straight Wheat Whiskey,Bernheim,916,Whiskey,750,90,29.9,38.72,40.32,1700
1001286,1001286,100163,kateyoung,2023-06-04,0,1282,Willett Family Estate Small Batch Rye 4 Year,Willett,2986,Rye,750,110,60.58,89.01,93.69,100049
1001287,1001287,100163,kateyoung,2023-09-08,5,858,Ezra Brooks Distiller's Collection,Ezra,324,Bourbon,750,107,38.31,41.54,41.82,200
1001288,1001288,100163,kateyoung,2023-02-23,100,3518,Russell's Reserve Single Barrel Rye,Russell's,496,Rye,750,104,64.66,78.84,70.82,200
1001289,1001289,100163,kateyoung,2023-02-12,25,17021,Little Book Chapter 5: The Invitation,Little,823,Bourbon,750,117,124.97,188.56,209.89,1998
1001290,1001290,100163,kateyoung,2023-04-17,75,158,Weller Antique 107,Weller,156,Bourbon,750,107.0,56.35,116.66,109.89,100266
1001291,1001291,100164,julia743,2023-12-18,100,2753,WhistlePig 10 Year Single Barrel,WhistlePig,3549,Rye,750,117.8,88.94,106.16,111.08,200
1001292,1001292,100164,julia743,2023-12-13,50,2594,Eagle Rare 17 Year,Eagle,542,Bourbon,750,90,103.54,681.17,1998.89,100
1001293,1001293,100164,julia743,2023-11-10,0,4486,John J. Bowman Single Barrel 10 Year,John,6232,Bourbon,750,100,49.15,80.71,55.04,200
1001294,1001294,100164,julia743,2023-01-16,0,20607,Penelope Rio Batch 2,Penelope,2817,Bourbon,750,98,94.98,125.18,104.79,100027
1001295,1001295,100164,julia743,2023-05-21,0,3694,"Van Winkle 12 Year Special Reserve Lot ""B""",Van,370,Bourbon,750,90.4,799.99,736.03,1026.64,100061
1001296,1001296,100164,julia743,2023-12-21,100,15948,Smoke Wagon Bourbon,Smoke,2808,Bourbon,750,92,29.99,46.7,34.99,1780
1001297,1001297,100164,julia743,2023-08-25,10,3660,Woodford Reserve Bourbon,Woodford,2004,Bourbon,750,90.4,36.62,54.2,32.66,100058
1001298,1001298,100164,julia743,2023-06-02,75,2353,Knob Creek 15 Year Batch KC001,Knob,189,Bourbon,750,100.0,113.3,174.28,119.99,1600
1001299,1001299,100164,julia743,2023-01-22,25,17630,Kentucky Owl St. Patrick's Edition,Kentucky,779,Bourbon,750,100.0,134.98,157.56,149,600
1001300,1001300,100164,julia743,2023-05-18,50,3867,Blanton's,Blanton's,10,Bourbon,50,93,8.81,18.72,44.19,
1001301,1001301,100164,julia743,2024-03-10,10,18712,Elijah Craig Barrel Proof Batch C922,Elijah,2,Bourbon,750,125,69.97,107.5,79.99,1200
1001302,1001302,100165,rachel127,2023-09-21,100,17126,Old Bardstown Bottled in Bond,Old,820,Bourbon,750,100,19.99,22.16,23.67,200
1001303,1001303,100166,julia523,2023-04-21,75,46254,Wild Turkey Jimmy Russell 70th Anniversary,Wild,191,Bourbon,750,101,49.99,75.72,69.82,100158
1001304,1001304,100166,julia523,2023-05-30,75,1269,Maker's Mark 46,Maker's,333,Bourbon,750,94,25.99,42.09,36.66,100027
1001305,1001305,100166,julia523,2023-02-28,0,435,Crown Royal,Crown,182,Canadian Whisky,750,80,25.72,43.8,30.99,1996
1001306,1001306,100167,mikewilson,2023-10-18,5,41273,Stagg Batch 24A,Stagg,3640,Bourbon,750,127.6,65,172.98,207.47,100046
1001307,1001307,100167,mikewilson,2023-04-14,75,34488,Little Book Chapter 8: Path Not Taken,Little,823,Whiskey,750,118.2,160,220.57,210.82,100044
1001308,1001308,100167,mikewilson,2024-03-29,50,5196,High West Bourye,High,350,Whiskey,750,92,80.58,86.76,85.66,80
1001309,1001309,100168,sophia831,2023-02-02,5,17355,Penelope Bourbon Barrel Strength Four Grain Batch 8,Penelope,2817,Bourbon,750,115,64.99,85.25,74.49,1600
1001310,1001310,100169,alex_tom,2023-06-22,25,17309,Elijah Craig Barrel Proof Batch C921,Elijah,2,Bourbon,750,120,69.97,109.18,79.99,1200
1001311,1001311,100169,alex_tom,2023-01-28,10,16613,Barrell Seagrass Rye Whiskey,Barrell,146,Rye,750,118.4,87.46,94.18,90.06,200
1001312,1001312,100169,alex_tom,2023-10-29,100,17450,Benchmark Single Barrel,Benchmark,3330,Bourbon,750,95,24.97,36.69,31.89,100031
1001313,1001313,100169,alex_tom,2023-05-14,10,39943,Heaven Hill Grain to Glass-Rye,Heaven,430,Whiskey,750,123.2,99,106.43,128.73,100051
1001314,1001314,100169,alex_tom,2024-02-23,0,19465,Larceny Barrel Proof A123,Larceny,587,Bourbon,750,126,59.99,96.48,93.64,1600
1001315,1001315,100169,alex_tom,2023-09-04,25,18355,Smoke Wagon Uncut the Younger,Smoke,2808,Bourbon,750,115,46.99,65.5,51.69,200
1001316,1001316,100169,alex_tom,2023-12-07,75,2329,Buffalo Trace White Dog Mash 1,Buffalo,245,Whiskey,375,125,16.65,20.66,19.44,40
1001317,1001317,100169,alex_tom,2023-10-15,0,4496,Jefferson's Reserve Twin Oak Barrel,Jefferson's,9035,Bourbon,750,90.2,78.83,97.71,91.66,200
1001318,1001318,100169,alex_tom,2024-03-15,5,19807,Stagg - 23A,Stagg,3640,Bourbon,750,130,69.99,170.8,271.65,200
1001319,1001319,100169,alex_tom,2023-03-31,50,18712,Elijah Craig Barrel Proof Batch C922,Elijah,2,Bourbon,750,125,69.97,107.5,79.99,1200
1001320,1001320,100169,alex_tom,2023-11-11,75,12152,Fortaleza Reposado Tequila,Fortaleza,,,750,80,57.95,110.2,62.58,
1001321,1001321,100169,alex_tom,2023-05-04,75,3956,Belle Meade Bourbon,Belle,154,Bourbon,750,90.4,48.72,51.57,60.13,100
1001322,1001322,100170,mike988,2023-08-28,75,18233,Elijah Craig Barrel Proof Batch B522,Elijah,2,Bourbon,750,121,72.47,113.91,89.97,1200
1001323,1001323,100170,mike988,2023-11-26,10,3265,Crown Royal Salted Caramel,Crown,182,Canadian Whisky,750,70,28.14,51.64,30.11,100029
1001324,1001324,100170,mike988,2024-04-12,75,3655,Angel's Envy,Angel's,96,Bourbon,750,86.6,49.2,69.02,36.7,100062
1001325,1001325,100170,mike988,2023-09-18,50,281,Jefferson's Ocean Aged At Sea Voyage 17,Jefferson's,232,Bourbon,750,90,50.24,64.63,56.27,200
1001326,1001326,100170,mike988,2024-03-17,75,13266,Heaven Hill Bottled In Bond 7 Year,Heaven,430,Bourbon,750,100.0,47.74,62.34,84.99,100144
1001327,1001327,100170,mike988,2023-02-09,50,19502,Ben Holladay Soft Red Wheat Rickhouse Proof,Ben,3647,Bourbon,750,120.1,74.99,89.03,80.79,100061
1001328,1001328,100170,mike988,2023-02-07,10,2594,Eagle Rare 17 Year,Eagle,542,Bourbon,750,90,103.54,681.17,1998.89,100
1001329,1001329,100170,mike988,2023-07-02,100,4859,Tincup American Whiskey 10 Year,Tincup,731,Whiskey,750,84,52.46,66.55,53.49,200
1001330,1001330,100170,mike988,2023-01-01,0,40819,Eagle Rare,Eagle,542,Bourbon,750,90,42.99,70.06,69.78,100104
1001331,1001331,100170,mike988,2024-02-17,100,14150,1792 Aged Twelve Years,1792,42,Bourbon,750,96.6,51.46,96.99,57.64,100064
1001332,1001332,100170,mike988,2023-04-29,0,13979,Old Fitzgerald 14 Year - Fall 2020,Old,234,Bourbon,750,100,132.48,252.23,611.49,1700
1001333,1001333,100170,mike988,2023-05-01,5,2706,Elijah Craig Barrel Proof Batch B519,Elijah,2,Bourbon,750,125,62.48,101.64,89.99,1200
1001334,1001334,100171,tom288,2024-01-06,5,3819,1792 Single Barrel,1792,42,Bourbon,750,98.6,41.35,68,52.99,100080
1001335,1001335,100171,tom288,2023-02-15,5,3860,Jack Daniel's,Jack,231,Whiskey,750,80,24.21,35.04,27.29,100039
1001336,1001336,100171,tom288,2023-07-23,10,4622,Hibiki Harmony,Hibiki,484,Whiskey,750,86,79.99,101.34,94.42,200
1001337,1001337,100171,tom288,2023-11-07,10,2086,Knob Creek Smoked Maple,Knob,189,Bourbon,750,90,34.68,49.1,37.86,200
1001338,1001338,100171,tom288,2023-06-08,75,14303,Elijah Craig Barrel Proof Batch C917,Elijah,2,Bourbon,750,131,62.48,98.07,89.99,1200
1001339,1001339,100171,tom288,2023-12-25,5,18235,Calumet Farm 16 year Single Rack Black,Calumet,769,Bourbon,750,106,129.99,167.89,154.49,200
1001340,1001340,100172,victoriawilson,2023-02-27,100,5194,Michter's US1 Kentucky Straight Rye,Michter's,405,Rye,750,84.8,43.01,70.36,54.99,200
1001341,1001341,100172,victoriawilson,2023-06-03,25,429,Old Forester Statesman,Old,152,Bourbon,750,95,52.87,81.93,59.49,100029
1001342,1001342,100172,victoriawilson,2023-07-11,10,17068,Still Austin Cask Strength Bourbon,Still,3145,Bourbon,750,116,64.99,73.69,71,100041
1001343,1001343,100172,victoriawilson,2023-07-19,75,144,Elijah Craig Barrel Proof Batch A119,Elijah,2,Bourbon,750,134.2,69.98,104.95,91.89,1980
1001344,1001344,100172,victoriawilson,2023-07-19,75,409,Weller Full Proof,Weller,156,Bourbon,750,114.0,61.99,188.33,399.99,100191
1001345,1001345,100172,victoriawilson,2024-02-27,75,18396,Ben Holladay Bottled in Bond Bourbon,Ben,3647,Bourbon,750,100,59.98,75.46,67.99,100027
1001346,1001346,100172,victoriawilson,2023-05-27,10,6462,Hendrick's Gin,Hendrick's,1074,Gins,750,88,37.97,40.56,39.13,1996
1001347,1001347,100172,victoriawilson,2024-03-17,0,159,Blanton's Gold Edition,Blanton's,10,Bourbon,750,103,119.99,232.52,324.99,100190
1001348,1001348,100172,victoriawilson,2024-02-23,50,993,High West Rendezvous Rye,High,350,Rye,750,92,68.7,74.45,74.85,200
1001349,1001349,100172,victoriawilson,2024-01-14,100,3574,1792 Bottled In Bond,1792,42,Bourbon,750,100,41.64,84.64,63.84,100053
1001350,1001350,100172,victoriawilson,2023-05-10,50,158,Weller Antique 107,Weller,156,Bourbon,750,107.0,56.35,116.66,109.89,100266
1001351,1001351,100173,juliayoung,2023-08-28,5,726,Macallan 12 Year Double Cask,Macallan,275,Scotch,750,86,64.77,92.88,78.49,200
1001352,1001352,100173,juliayoung,2023-04-09,100,13581,Four Roses 2020 Limited Edition Small Batch OESV,Four,148,Bourbon,750,111.4,174.97,276.44,518.25,1700
1001353,1001353,100174,anna-emma,2023-01-21,75,3123,Jameson Irish Whiskey Triple Distilled,Jameson,214,Irish Whiskey,750,80,28.69,33.53,37.24,1996
1001354,1001354,100174,anna-emma,2023-11-28,10,16458,Castle & Key Restoration Rye,Castle,2983,Rye,750,103,42.99,44.06,47.26,600
1001355,1001355,100174,anna-emma,2023-04-05,100,158,Weller Antique 107,Weller,156,Bourbon,750,107.0,56.35,116.66,109.89,100266
1001356,1001356,100174,anna-emma,2023-12-25,75,4414,Redbreast 12 Year Cask Strength,Redbreast,646,Irish Whiskey,750,115.4,83.17,108.44,94.09,200
1001357,1001357,100175,kate781,2024-03-18,10,17355,Penelope Bourbon Barrel Strength Four Grain Batch 8,Penelope,2817,Bourbon,750,115,64.99,85.25,74.49,1600
1001358,1001358,100175,kate781,2023-08-26,100,4496,Jefferson's Reserve Twin Oak Barrel,Jefferson's,9035,Bourbon,750,90.2,78.83,97.71,91.66,200
1001359,1001359,100175,kate781,2023-01-09,25,3086,Baker's 13 Year Single Barrel,Baker's,288,Bourbon,750,107.0,100,209.73,292.32,100037
1001360,1001360,100175,kate781,2024-02-12,75,2353,Knob Creek 15 Year Batch KC001,Knob,189,Bourbon,750,100.0,113.3,174.28,119.99,1600
1001361,1001361,100175,kate781,2023-10-04,10,2287,Nikka Whisky From The Barrel,Nikka,378,Whiskey,500,102.8,69.95,75.03,73.26,1880
1001362,1001362,100175,kate781,2023-11-11,100,3574,1792 Bottled In Bond,1792,42,Bourbon,750,100,41.64,84.64,63.84,100053
1001363,1001363,100175,kate781,2023-03-03,10,18075,Larceny Barrel Proof Batch A122,Larceny,587,Bourbon,750,124.4,49.99,54.3,67.24,1580
1001364,1001364,100175,kate781,2023-09-03,0,3672,Angel's Envy Cask Strength,Angel's,96,Bourbon,750,119.3,218.73,226.76,250.83,100
1001365,1001365,100175,kate781,2023-06-26,50,1130,WhistlePig 10 Year Straight Rye,WhistlePig,3549,Rye,750,100,82.45,96.44,95.97,200
1001366,1001366,100175,kate781,2024-04-08,10,22361,Elijah Craig Barrel Proof A124,Elijah,2,Bourbon,750,119,74.99,94.63,92.81,
1001367,1001367,100175,kate781,2023-06-03,10,1805,Sazerac Rye Whiskey,Sazerac,705,Rye,750,90.0,28.73,46.77,51.89,100054
1001368,1001368,100175,kate781,2024-04-06,5,18075,Larceny Barrel Proof Batch A122,Larceny,587,Bourbon,750,124.4,49.99,54.3,67.24,1580
1001369,1001369,100175,kate781,2023-02-18,50,678,WhistlePig 12 Year Old World,WhistlePig,3549,Rye,750,86,124.99,152.67,159.15,200
1001370,1001370,100175,kate781,2023-11-30,10,3086,Baker's 13 Year Single Barrel,Baker's,288,Bourbon,750,107.0,100,209.73,292.32,100037
1001371,1001371,100175,kate781,2023-05-06,25,281,Jefferson's Ocean Aged At Sea Voyage 17,Jefferson's,232,Bourbon,750,90,50.24,64.63,56.27,200
1001372,1001372,100176,victoriascott,2024-02-12,75,17101,"Booker's 6 Year ""Tagalong Batch"" - 2021",Booker's,647,Bourbon,750,127.9,90,126.1,205.83,200
1001373,1001373,100176,victoriascott,2023-08-02,50,18104,Weller 12 Year 1 Liter,Weller,156,Bourbon,1000,90.0,54.47,177.5,379.66,
1001374,1001374,100176,victoriascott,2023-11-16,25,21319,Traveller Whiskey,Traveller,4873,Bourbon,750,90,39.97,48.84,37.69,100072
1001375,1001375,100176,victoriascott,2023-02-05,75,17176,Peerless Double Oak Bourbon,Peerless,163,Bourbon,750,109,88.97,120.88,148.49,100057
1001376,1001376,100176,victoriascott,2024-03-13,25,2706,Elijah Craig Barrel Proof Batch B519,Elijah,2,Bourbon,750,125,62.48,101.64,89.99,1200
1001377,1001377,100176,victoriascott,2024-04-05,75,1130,WhistlePig 10 Year Straight Rye,WhistlePig,3549,Rye,750,100,82.45,96.44,95.97,200
1001378,1001378,100176,victoriascott,2023-03-06,50,19569,Redwood Empire Lost Monarch Cask Strength,Redwood,445,Whiskey,750,117,70,86.22,79.58,200
1001379,1001379,100176,victoriascott,2023-06-13,100,158,Weller Antique 107,Weller,156,Bourbon,750,107.0,56.35,116.66,109.89,100266
1001380,1001380,100176,victoriascott,2023-07-01,50,2533,Knob Creek 9 Year Single Barrel Reserve,Knob,189,Bourbon,750,120,55.1,85.23,67.62,100028
1001381,1001381,100176,victoriascott,2023-10-21,5,2769,Old Forester 1897 Bottled In Bond,Old,152,Bourbon,750,100,46.99,69.06,57.99,100026
1001382,1001382,100176,victoriascott,2023-04-12,0,17328,Elmer T Lee Commemorative Edition,Elmer,700,Bourbon,750,93,49.99,558.36,2044.82,1960
1001383,1001383,100176,victoriascott,2023-06-14,50,4905,Elmer T. Lee,Elmer,700,Bourbon,750,90,56.66,147.57,329.87,100142
1001384,1001384,100176,victoriascott,2023-07-03,0,4739,Colonel E.H. Taylor Barrel Proof - Batch 6,Colonel,210,Bourbon,750,128.1,70.78,366.21,422.99,1800
1001385,1001385,100176,victoriascott,2023-11-06,75,1636,Russell’s Reserve Private Barrel Selection Single Barrel,Russell’s,496,Bourbon,750,110,56.99,104.53,63.83,100074
1001386,1001386,100177,victoria847,2023-11-08,5,17776,Green River Bourbon DSP-KY-10,Green,3445,Bourbon,750,90,34.99,47.06,34.99,600
1001387,1001387,100177,victoria847,2023-12-12,10,15947,Smoke Wagon Small Batch Bourbon,Smoke,2808,Bourbon,750,100.0,45.99,76.79,62.78,1800
1001388,1001388,100177,victoria847,2023-07-08,100,17358,Jack Daniel's Coy Hill Single Barrel,Jack,231,Whiskey,750,148,69.99,276.99,572.89,1996
1001389,1001389,100177,victoria847,2023-01-30,100,13266,Heaven Hill Bottled In Bond 7 Year,Heaven,430,Bourbon,750,100.0,47.74,62.34,84.99,100144
1001390,1001390,100177,victoria847,2023-09-27,5,19502,Ben Holladay Soft Red Wheat Rickhouse Proof,Ben,3647,Bourbon,750,120.1,74.99,89.03,80.79,100061
1001391,1001391,100177,victoria847,2024-02-20,100,2329,Buffalo Trace White Dog Mash 1,Buffalo,245,Whiskey,375,125,16.65,20.66,19.44,40
1001392,1001392,100177,victoria847,2023-01-09,75,27454,Woodford Reserve Master's Collection Batch Proof 121.2,Woodford,2004,Bourbon,700,121.2,129.99,190.52,159.99,100036
1001393,1001393,100177,victoria847,2023-09-10,25,17210,Penelope Toasted Series,Penelope,2817,Bourbon,750,112,69.97,89.16,94.99,200
1001394,1001394,100177,victoria847,2023-02-14,25,33325,Elijah Craig Barrel Proof - Batch B524,Elijah,2,Bourbon,750,130.6,69.95,104.97,82.79,100038
1001395,1001395,100178,annalewis,2023-11-25,100,23515,Four Roses Single Barrel,Four,148,Bourbon,750,100.0,45.99,62.71,48.29,100079
1001396,1001396,100178,annalewis,2023-03-24,25,1462,Larceny,Larceny,587,Bourbon,750,92,25.81,39.24,31.99,200
1001397,1001397,100178,annalewis,2023-10-18,50,17389,Redwood Empire Rocket Top BIB Rye,Redwood,445,Rye,750,100,69.99,84.93,87.15,200
1001398,1001398,100178,annalewis,2023-10-01,5,16960,Basil Hayden Toast,Basil,330,Bourbon,750,80.0,51.63,71.49,58.94,600
1001399,1001399,100178,annalewis,2023-10-02,75,1753,Chattanooga Whiskey Experimental Single Barrel 75,Chattanooga,3436,Bourbon,750,102,48.99,49.34,50.39,1700
1001400,1001400,100178,annalewis,2023-07-24,25,2594,Eagle Rare 17 Year,Eagle,542,Bourbon,750,90,103.54,681.17,1998.89,100
1001401,1001401,100179,david569,2023-08-06,50,21257,Colonel E.H. Taylor Barrel Proof Batch 12,Colonel,210,Bourbon,750,131,78.97,240.29,481.32,
1001402,1001402,100179,david569,2023-01-25,0,286,Buffalo Trace Kosher Wheat 7 Year,Buffalo,245,Bourbon,750,94.0,39.99,85.93,79.98,200
1001403,1001403,100179,david569,2024-03-08,100,519,Pappy Van Winkle 23 Year Family Reserve,Pappy,370,Bourbon,750,95.6,321.64,958.61,4899.97,100046
1001404,1001404,100179,david569,2023-04-26,10,14150,1792 Aged Twelve Years,1792,42,Bourbon,750,96.6,51.46,96.99,57.64,100064
1001405,1001405,100179,david569,2023-02-05,75,43333,Shenks Homstead Sour Mash Whiskey - 2024 Release,Shenks,3854,Whiskey,750,91.2,169,224.96,209.99,100034
1001406,1001406,100179,david569,2023-12-05,0,13891,Blue Spot 7 Year Batch 3,Blue,8935,Whisky,700,117.8,109.99,152.28,304.49,1800
1001407,1001407,100180,olivia140,2023-10-12,5,3317,Michter's Limited Release Toasted Barrel Bourbon,Michter's,405,Bourbon,750,91.4,70.66,205.5,299.99,100049
1001408,1001408,100180,olivia140,2024-04-01,25,17068,Still Austin Cask Strength Bourbon,Still,3145,Bourbon,750,116,64.99,73.69,71,100041
1001409,1001409,100180,olivia140,2023-07-15,25,18235,Calumet Farm 16 year Single Rack Black,Calumet,769,Bourbon,750,106,129.99,167.89,154.49,200
1001410,1001410,100180,olivia140,2023-04-29,25,4838,Jack Daniel's Single Barrel Rye,Jack,231,Rye,750,94,48.86,63.18,61.9,200
1001411,1001411,100180,olivia140,2023-04-09,25,3617,Blue Note Bourbon,Blue,3068,Bourbon,750,93,49.99,59.33,37.99,200
1001412,1001412,100180,olivia140,2023-11-15,10,19546,Wild Turkey 12 Year,Wild,191,Bourbon,700,101.0,199.99,217.7,158,100110
1001413,1001413,100180,olivia140,2024-04-10,75,20831,Booker's Bourbon 2023-03 Mighty Fine Batch,Booker's,647,Bourbon,750,122,89.99,156.5,137.67,
1001414,1001414,100180,olivia140,2023-11-25,10,1211,Old Rip Van Winkle 10 Year,Old,370,Bourbon,750,107.0,129.99,576.68,816.66,100108
1001415,1001415,100180,olivia140,2023-10-08,10,521,Legent Bourbon Whiskey,Legent,4589,Bourbon,750,94,44.97,45.53,47.19,200
1001416,1001416,100180,olivia140,2024-01-04,75,144,Elijah Craig Barrel Proof Batch A119,Elijah,2,Bourbon,750,134.2,69.98,104.95,91.89,1980
1001417,1001417,100180,olivia140,2023-10-16,25,18768,Maker’s Mark 2022 Wood Finishing Series BRT-02,Maker’s,333,Bourbon,750,109,62.47,109.33,59.99,200
1001418,1001418,100180,olivia140,2023-07-19,100,21319,Traveller Whiskey,Traveller,4873,Bourbon,750,90,39.97,48.84,37.69,100072
1001419,1001419,100180,olivia140,2024-02-15,10,841,Peerless Bourbon Small Batch,Peerless,163,Bourbon,750,107,72.99,99.58,80.29,100027
1001420,1001420,100181,juliasmith,2023-05-18,50,21291,Old Fitzgerald 8 Year - Fall 2023,Old,234,Bourbon,750,100,109.97,208.75,417.64,1980
1001421,1001421,100181,juliasmith,2023-01-03,75,4510,Jefferson's Kentucky Straight Bourbon Whiskey Very Small Batch,Jefferson's,232,Bourbon,750,82,34.47,56.61,36.37,200
1001422,1001422,100182,anna65,2024-01-06,100,17378,Elijah Craig Barrel Proof Batch B521,Elijah,2,Bourbon,750,118,69.97,83.14,122.66,1200
1001423,1001423,100182,anna65,2024-03-06,100,17802,Stagg Jr. - Batch #17,Stagg,3640,Bourbon,750,128.7,53.3,228.07,389.27,200
1001424,1001424,100182,anna65,2023-09-20,25,3671,"E.H. Taylor, Jr. Straight Rye",E.H.,210,Rye,750,100.0,79.99,171.45,197.89,100111
1001425,1001425,100182,anna65,2023-05-09,100,2685,Blackened,Blackened,822,Whiskey,750,90,49.22,52.69,51.16,200
1001426,1001426,100182,anna65,2023-07-04,75,144,Elijah Craig Barrel Proof Batch A119,Elijah,2,Bourbon,750,134.2,69.98,104.95,91.89,1980
1001427,1001427,100182,anna65,2023-01-09,25,46278,Old Forester Birthday Bourbon 2024,Old,152,Bourbon,750,107,199.99,479.79,1049.5,100048
1001428,1001428,100182,anna65,2023-06-06,100,3562,Van Winkle Family Reserve 13 Year Rye,Van,370,Rye,750,95.6,134.89,518.88,1757.32,200
1001429,1001429,100183,sophiaclark,2023-04-22,75,18718,WhistlePig 6 Year Piggyback Bourbon,WhistlePig,3549,Bourbon,750,100,49.97,77.54,52.82,200
1001430,1001430,100183,sophiaclark,2023-09-27,100,17040,Horse Soldier Barrel Strength,Horse,3188,Bourbon,750,115,85.97,97.49,89.13,600
1001431,1001431,100183,sophiaclark,2023-10-05,50,2592,Barrell Bourbon Single Barrel,Barrell,146,Bourbon,750,120,98.56,107.76,110.39,1980
1001432,1001432,100183,sophiaclark,2023-08-04,10,18354,Booker’s Bourbon 2022-02 Lumberyard Batch,Booker’s,647,Bourbon,750,124,89.99,175.74,192.34,200
1001433,1001433,100183,sophiaclark,2024-02-13,75,893,Old Forester 86 Proof,Old,152,Bourbon,750,86.0,21.25,34.71,22.99,100031
1001434,1001434,100183,sophiaclark,2023-09-18,5,4414,Redbreast 12 Year Cask Strength,Redbreast,646,Irish Whiskey,750,115.4,83.17,108.44,94.09,200
1001435,1001435,100183,sophiaclark,2024-02-15,0,1800,Bomberger Small Batch Straight Bourbon,Bomberger,703,Bourbon,750,108,91.98,166.94,277.11,100033
1001436,1001436,100183,sophiaclark,2023-10-18,25,634,Murray Hill Club Bourbon,Murray,406,Bourbon,750,103,107.48,116.01,115.32,200
